stock_code,returned_units,signed_return_value_gbp,return_invoices,description,absolute_return_value_gbp
90058B,36,-13.68,1,CRYSTAL STUD EARRINGS ASSORTED COL,13.68
21071,94,-13.67,5,check,13.67
21292,16,-13.6,1,SMALL STRIPES CHOCOLATE GIFT BAG,13.6
22260,16,-13.6,2,FELT EGG COSY BLUE RABBIT,13.6
22437,16,-13.6,2,SET OF 9 BLACK SKULL BALLOONS,13.6
84452,126,-13.6,3,METAL RABBIT LADDER EASTER,13.6
35832,208,-13.55,4,WOOLLY HAT SOCK GLOVE ADVENT STRING,13.55
21580,6,-13.5,1,RABBIT DESIGN COTTON TOTE BAG,13.5
21109,50,-13.5,2,wet,13.5
21364,41,-13.5,3,PEACE SMALL WOOD LETTERS,13.5
21525,4,-13.5,2,Unknown product,13.5
90204,4,-13.4,1,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,13.4
22661,16,-13.34,6,CHARLOTTE BAG DOLLY GIRL DESIGN,13.34
23431,16,-13.28,3,NATURAL HANGING QUILTED HEARTS,13.28
84990,1015,-13.200000000000001,5,Unknown product,13.200000000000001
22296,28,-13.2,4,HEART IVORY TRELLIS LARGE,13.2
37492D,35,-13.2,2,Unknown product,13.2
85176,16,-13.18,4,SEWING SUSAN 21 NEEDLE SET,13.18
23374,16,-13.12,3,RED SPOT PAPER GIFT BAG,13.12
23035,73,-13.049999999999999,3,DRAWER KNOB CERAMIC IVORY,13.049999999999999
16054,108,-12.959999999999999,1,POPART RECT PENCIL SHARPENER ASST,12.959999999999999
90148,1,-12.75,1,LONG SILVER NECKLACE PASTEL FLOWER,12.75
47581B,7,-12.75,3,Unknown product,12.75
46000P,13,-12.75,2,POLYESTER FILLER PAD 65CMx65CM,12.75
21323,37,-12.75,2,HANGING MEDINA LANTERN LARGE,12.75
21841,146,-12.75,3,Unknown product,12.75
90121B,3,-12.75,1,VINTAGE ROSE BEAD BRACELET BLUE,12.75
22523,105,-12.75,4,CHILDS GARDEN FORK PINK,12.75
22522,141,-12.75,3,check,12.75
21274,16,-12.75,3,Unknown product,12.75
84405A,14,-12.75,2,S/3 PINK COL METAL BASKET W HANDLE,12.75
85163B,1,-12.75,1,BLACK BAROQUE WALL CLOCK,12.75
21632,42,-12.75,2,Unknown product,12.75
85164B,16,-12.75,3,Unknown product,12.75
84968D,267,-12.75,2,SET OF 16 VINTAGE RED CUTLERY,12.75
84968B,278,-12.75,3,Unknown product,12.75
22322,15,-12.75,3,BIRD DECORATION GREEN POLKADOT,12.75
85035C,27,-12.75,2,check,12.75
90196A,14,-12.75,2,PURPLE GEMSTONE NECKLACE 45CM,12.75
90185D,51,-12.75,3,CRYSTAL DIAMANTE EXPANDABLE RING,12.75
85173,5,-12.75,1,SET/6 FROG PRINCE T-LIGHT CANDLES,12.75
90200D,3,-12.75,1,PINK SWEETHEART BRACELET,12.75
21795,1,-12.75,1,SET OF 3 BLUE STRIPE BASKET,12.75
90082D,21,-12.7,2,Unknown product,12.7
20901,2,-12.7,1,VINTAGE KEEPSAKE BOX PINK FLOWER,12.7
10133,102,-12.7,3,damaged,12.7
90209C,81,-12.600000000000001,4,PINK ENAMEL+GLASS HAIR COMB,12.600000000000001
72781,61,-12.600000000000001,3,Unknown product,12.600000000000001
22747,6,-12.600000000000001,1,POPPY'S PLAYHOUSE BATHROOM,12.600000000000001
21157,21,-12.600000000000001,2,Unknown product,12.600000000000001
21051,273,-12.600000000000001,4,Unknown product,12.600000000000001
21865,46,-12.600000000000001,2,Unknown product,12.600000000000001
20831,6,-12.600000000000001,1,GOLD PHOTO FRAME,12.600000000000001
22994,30,-12.6,6,TRAVEL CARD WALLET RETROSPOT,12.6
22145,86,-12.6,3,Unknown product,12.6
10123C,278,-12.540000000000001,4,Unknown product,12.540000000000001
85131A,14,-12.52,4,BEADED PEARL HEART WHITE ON STICK,12.52
23073,1,-12.5,1,GEORGIAN TRINKET BOX,12.5
22685,10,-12.5,1,FRENCH BLUE METAL DOOR SIGN 0,12.5
22679,10,-12.5,1,FRENCH BLUE METAL DOOR SIGN 4,12.5
23065,14,-12.5,2,LARGE DECO JEWELLERY STAND,12.5
23291,10,-12.5,3,DOLLY GIRL CHILDRENS CUP,12.5
10134,41,-12.5,3,Unknown product,12.5
23400,21,-12.5,2,check,12.5
23017,1,-12.5,1,APOTHECARY MEASURING JAR,12.5
21219,10,-12.5,1,SET/4 BADGES BALLOON GIRL,12.5
20963,10,-12.5,1,APPLE BATH SPONGE,12.5
23556,1,-12.5,1,LANDMARK FRAME COVENT GARDEN,12.5
23290,10,-12.5,2,SPACEBOY CHILDRENS BOWL,12.5
23074,6,-12.48,1,EMBOSSED HEART TRINKET BOX,12.48
23513,6,-12.48,1,EMBROIDERED RIBBON REEL SUSIE,12.48
23025,6,-12.48,1,DRAWER KNOB VINTAGE GLASS BALL,12.48
23338,6,-12.48,1,EGG FRYING PAN RED,12.48
23514,6,-12.48,1,EMBROIDERED RIBBON REEL SALLY,12.48
85170D,7,-12.200000000000001,4,SET/6 PINK BIRD T-LIGHT CANDLES,12.200000000000001
46776D,1,-11.93,1,WOVEN SUNSET CUSHION COVER,11.93
22058,210,-11.92,5,CERAMIC LOVE HEARTS DESIGN MUG,11.92
20851,32,-11.9,2,Unknown product,11.9
90211B,2,-11.9,1,JET BLACK LAS VEGAS NECKLACE 45CM,11.9
21837,29,-11.9,3,Unknown product,11.9
84614A,392,-11.9,2,thrown away,11.9
84843,2,-11.9,2,WHITE SOAP RACK WITH 2 BOTTLES,11.9
47567,2,-11.9,2,ENGLISH ROSE DESIGN KITCHEN APRON,11.9
22822,2,-11.9,2,CREAM WALL PLANTER HEART SHAPED,11.9
79403,14,-11.899999999999999,2,FROSTED WHITE BASE,11.899999999999999
79191D,13,-11.86,2,RETRO PLASTIC DAISY TRAY,11.86
22471,3,-11.85,2,TV DINNER TRAY AIR HOSTESS,11.85
90201A,4,-11.8,1,PURPLE ENAMEL FLOWER RING,11.8
21649,22,-11.8,3,ASSORTED TUTTI FRUTTI PHOTO FRAME,11.8
21254,16,-11.8,2,Unknown product,11.8
20886,71,-11.7,2,Unknown product,11.7
23039,6,-11.7,1,T-LIGHT HOLDER SILVER HEART HANDLE,11.7
17129F,200,-11.659999999999998,4,BLUE GLASS GEMS IN BAG,11.659999999999998
23224,14,-11.62,2,CHERUB HEART DECORATION GOLD,11.62
23182,14,-11.62,6,TOILET SIGN OCCUPIED OR VACANT,11.62
23028,56,-11.55,4,DRAWER KNOB CRACKLE GLAZE BLUE,11.55
47591A,13,-11.549999999999999,2,Unknown product,11.549999999999999
21930,6,-11.49,6,JUMBO STORAGE BAG SKULLS,11.49
23493,6,-11.399999999999999,3,VINTAGE DOILY TRAVEL SEWING KIT,11.399999999999999
90002E,38,-11.25,3,Unknown product,11.25
20980,26,-11.25,3,Unknown product,11.25
23403,3,-11.25,3,LETTER HOLDER HOME SWEET HOME,11.25
20970,3,-11.25,2,PINK FLORAL FELTCRAFT SHOULDER BAG,11.25
84952B,3,-11.25,1,BLACK LOVE BIRD T-LIGHT HOLDER,11.25
23490,3,-11.25,1,T-LIGHT HOLDER HANGING LOVE BIRD,11.25
84976,80,-11.06,3,RECTANGULAR SHAPED MIRROR,11.06
46138B,13,-11.05,2,BLUE CHENILLE SHAGGY CUSHION COVER,11.05
84507B,7,-11.049999999999999,4,STRIPES DESIGN MONKEY DOLL,11.049999999999999
21684,75,-11.049999999999999,3,Unknown product,11.049999999999999
22603,13,-11.049999999999999,2,CHRISTMAS RETROSPOT TREE WOOD,11.049999999999999
82615,127,-11.0,3,Unknown product,11.0
22996,26,-10.92,4,TRAVEL CARD WALLET VINTAGE TICKET,10.92
21839,53,-10.9,3,Unknown product,10.9
82613C,22,-10.9,2,"METAL SIGN,CUPCAKE SINGLE HOOK",10.9
21982,1099,-10.83,4,PACK OF 12 SUKI TISSUES,10.83
23295,13,-10.79,5,SET OF 12 MINI LOAF BAKING CASES,10.79
35810B,17,-10.79,3,Unknown product,10.79
23294,13,-10.79,4,SET OF 6 SNACK LOAF BAKING CASES,10.79
23148,13,-10.79,7,MINIATURE ANTIQUE ROSE HOOK IVORY,10.79
22066,11,-10.65,4,LOVE HEART TRINKET POT,10.65
22375,2,-10.6,2,AIRLINE BAG VINTAGE JET SET BROWN,10.6
21732,3,-10.530000000000001,2,RED HANGING METAL STAR TLIGHT HLDR,10.530000000000001
90040A,9,-10.5,2,Unknown product,10.5
72008,102,-10.5,3,Unknown product,10.5
22705,25,-10.5,1,WRAP GREEN PEARS,10.5
22708,25,-10.5,1,WRAP DOLLY GIRL,10.5
72038P,1040,-10.5,2,damages,10.5
22709,25,-10.5,1,WRAP WEDDING DAY,10.5
21012,5,-10.5,2,ANTIQUE ALL GLASS CANDLESTICK,10.5
21167,50,-10.5,1,WHITE SAGE INCENSE,10.5
22039,25,-10.5,1,BOTANICAL LILY GIFT WRAP,10.5
22049,125,-10.5,2,damaged,10.5
22986,25,-10.5,1,WRAP GINGHAM ROSE,10.5
90108,55,-10.5,2,BLUE BLOSSOM HAIR CLIP,10.5
22048,25,-10.5,1,BIRTHDAY BANQUET GIFT WRAP,10.5
16161P,275,-10.5,2,WRAP ENGLISH ROSE,10.5
16161M,375,-10.5,2,WRAP PINK FLOCK,10.5
21496,225,-10.5,2,Unknown product,10.5
21495,25,-10.5,1,SKULLS AND CROSSBONES WRAP,10.5
90040C,3,-10.5,1,MURANO STYLE GLASS BRACELET GOLD,10.5
23233,25,-10.5,1,WRAP POPPIES DESIGN,10.5
16169P,111,-10.5,3,Unknown product,10.5
23145,11,-10.45,2,ZINC T-LIGHT HOLDER STAR LARGE,10.45
17033,2396,-10.44,3,Sold as 17003?,10.44
22821,16,-10.4,2,GIFT BAG PSYCHEDELIC APPLES,10.4
23367,16,-10.4,1,SET 12 COLOUR PENCILS SPACEBOY,10.4
23511,5,-10.4,1,EMBROIDERED RIBBON REEL EMILY,10.4
84927A,97,-10.35,6,Unknown product,10.35
84520D,296,-10.2,3,PACK OF 20 FAIRY CAKE PAPER NAPKINS,10.2
84456,12,-10.2,1,SET OF 3 RABBIT EGG EASTER,10.2
21675,12,-10.2,1,BUTTERFLIES STICKERS,10.2
84625B,59,-10.2,2,Damaged,10.2
22110,4,-10.2,2,BIRD HOUSE HOT WATER BOTTLE,10.2
21058,12,-10.2,1,PARTY INVITES WOODLAND,10.2
84520B,73,-10.2,2,Unknown product,10.2
90084,17,-10.2,2,Unknown product,10.2
79066K,12,-10.2,3,RETRO MOD TRAY,10.2
20838,12,-10.2,1,FRENCH LATTICE CUSHION COVER,10.2
22132,12,-10.2,1,RED LOVE HEART SHAPE CUP,10.2
84798B,143,-10.2,3,Unknown product,10.2
22754,5012,-10.2,2,SMALL RED BABUSHKA NOTEBOOK,10.2
22753,5012,-10.2,2,SMALL YELLOW BABUSHKA NOTEBOOK,10.2
21556,31,-10.2,5,CERAMIC STRAWBERRY MONEY BOX,10.2
22755,5012,-10.2,2,SMALL PURPLE BABUSHKA NOTEBOOK,10.2
72780,32,-10.2,2,Unknown product,10.2
21720,12,-10.2,1,CAKE SHOP STICKER SHEET,10.2
84832,12,-10.2,1,ZINC WILLIE WINKIE CANDLE STICK,10.2
84821,12,-10.2,1,DANISH ROSE DELUXE COASTER,10.2
85231E,246,-10.2,2,Unknown product,10.2
22133,12,-10.2,1,PINK LOVE HEART SHAPE CUP,10.2
22948,120,-10.2,3,sold as set on dotcom,10.2
21061,12,-10.2,1,PARTY INVITES FOOTBALL,10.2
21454,12,-10.2,1,PAINTED PINK RABBIT,10.2
85017B,222,-10.2,3,Unknown product,10.2
22792,85,-10.2,2,damages,10.2
35001C,5,-10.17,2,Unknown product,10.17
23306,793,-10.149999999999999,4,Unknown product,10.149999999999999
22034,270,-10.08,5,Unknown product,10.08
22042,221,-10.08,3,CHRISTMAS CARD SINGING ANGEL,10.08
85202,24,-10.08,1,HANGING WOOD AND FELT HEART,10.08
84249D,40,-10.08,3,Unknown product,10.08
16052,40,-10.08,2,Unknown product,10.08
22135,24,-10.08,2,LADLE LOVE HEART PINK,10.08
85199S,24,-10.08,1,SMALL HANGING IVORY/RED WOOD BIRD,10.08
21509,24,-10.08,2,COWBOYS AND INDIANS BIRTHDAY CARD,10.08
22028,114,-10.08,5,PENNY FARTHING BIRTHDAY CARD,10.08
21507,24,-10.08,2,ELEPHANT BIRTHDAY CARD,10.08
35594,66,-10.08,3,Unknown product,10.08
DOT,3,-10.01,3,DOTCOM POSTAGE,10.01
90214L,8,-10.0,2,"LETTER ""L"" BLING KEY RING",10.0
79192A,17,-10.0,2,Unknown product,10.0
23223,12,-9.959999999999999,1,CHRISTMAS TREE HANGING SILVER,9.959999999999999
23220,12,-9.959999999999999,1,REINDEER HEART DECORATION GOLD,9.959999999999999
90180A,33,-9.95,2,stock check,9.95
79065A,1,-9.95,1,TEATIME ROUND CAKE TINS,9.95
21309,22,-9.95,2,LOUVRE CHALKBOARD,9.95
23316,1,-9.95,1,RED REFECTORY CLOCK,9.95
84974,1,-9.95,1,S/2 ZINC HEART DESIGN PLANTERS,9.95
90046,2,-9.9,1,WHITE WITH METAL BAG CHARM,9.9
23569,2,-9.9,1,TRADTIONAL ALPHABET STAMP SET,9.9
85008,19,-9.9,4,Unknown product,9.9
85147,14,-9.9,2,Unknown product,9.9
90192,16,-9.9,2,JADE DROP EARRINGS W FILIGREE,9.9
22118,2,-9.9,2,JOY WOODEN BLOCK LETTERS,9.9
90059E,6,-9.899999999999999,1,DIAMANTE HAIR GRIP PACK/2 RUBY,9.899999999999999
90059D,6,-9.899999999999999,1,DIAMANTE HAIR GRIP PACK/2 PERIDOT,9.899999999999999
90059F,6,-9.899999999999999,1,DIAMANTE HAIR GRIP PACK/2 LT ROSE,9.899999999999999
90059A,6,-9.899999999999999,1,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,9.899999999999999
90059B,6,-9.899999999999999,1,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,9.899999999999999
90059C,6,-9.899999999999999,1,DIAMANTE HAIR GRIP PACK/2 MONTANA,9.899999999999999
21461,5,-9.75,3,BLUE EASTER EGG HUNT START POST,9.75
21981,251,-9.69,4,PACK OF 12 WOODLAND TISSUES,9.69
82613B,92,-9.65,3,Unknown product,9.65
35968,185,-9.5,5,FOLK ART METAL HEART T-LIGHT HOLDER,9.5
72800E,12,-9.48,1,4 IVORY DINNER CANDLES SILVER FLOCK,9.48
23376,24,-9.36,1,PACK OF 12 VINTAGE CHRISTMAS TISSUE,9.36
85231B,11,-9.35,1,CINAMMON SET OF 9 T-LIGHTS,9.35
84984A,2,-9.3,1,GREEN PEONY DES C/COVER,9.3
84984B,2,-9.3,1,RED PEONY DES C/COVER,9.3
20822,16,-9.3,2,Unknown product,9.3
23186,12,-9.24,2,FRENCH STYLE STORAGE JAR CAFE,9.24
21373,12,-9.0,1,MIRRORED WALL ART SNOWFLAKES,9.0
90010B,51,-8.95,2,Unknown product,8.95
84706F,14,-8.95,2,Unknown product,8.95
22934,3,-8.850000000000001,1,BAKING MOULD EASTER EGG WHITE CHOC,8.850000000000001
22137,3,-8.850000000000001,2,BATHROOM SET LOVE HEART DESIGN,8.850000000000001
21917,21,-8.82,6,SET 12 KIDS WHITE CHALK STICKS,8.82
22893,63,-8.82,6,MINI CAKE STAND T-LIGHT HOLDER,8.82
84685,18,-8.75,4,BEACH HUT KEY CABINET,8.75
82552,373,-8.75,5,Unknown product,8.75
23345,7,-8.75,2,DOLLY GIRL BEAKER,8.75
90214G,7,-8.75,2,"LETTER ""G"" BLING KEY RING",8.75
20707,7,-8.75,3,CRAZY DAISY HEART DECORATION,8.75
22416,6,-8.7,1,SET OF 36 SPACEBOY PAPER DOILIES,8.7
23270,2886,-8.7,2,incorrect stock entry.,8.7
23034,6,-8.7,1,DRAWER KNOB CERAMIC BLACK,8.7
22981,6,-8.7,2,PANTRY APPLE CORER,8.7
21394,57,-8.58,5,RED POLKADOT BEAKER,8.58
84932C,34,-8.5,2,?,8.5
22201,2,-8.5,2,FRYING PAN BLUE POLKADOT,8.5
22613,10,-8.5,1,PACK OF 20 SPACEBOY NAPKINS,8.5
21407,21,-8.5,3,BROWN CHECK CAT DOORSTOP,8.5
90029,1,-8.5,1,NEW BAROQUE SMALL NECKLACE BLACK,8.5
23342,1,-8.5,1,MINT DINER WALL CLOCK,8.5
22799,1,-8.5,1,SWEETHEART WIRE FRUIT BOWL,8.5
72803B,14,-8.5,3,OCEAN SCENT CANDLE JEWELLED DRAWER,8.5
37451,2,-8.5,2,CERAMIC CAKE TEAPOT WITH CHERRY,8.5
20692,66,-8.5,3,FLORAL ELEPHANT SOFT TOY,8.5
85026B,10,-8.5,1,EAU DE NILE JEWELLED T-LIGHT HOLDER,8.5
22713,20,-8.4,2,CARD I LOVE LONDON,8.4
85088,4,-8.4,2,CANDY SPOT HAND BAG,8.4
22515,4,-8.4,3,CHILDS GARDEN SPADE PINK,8.4
82613D,20,-8.4,1,METAL SIGN CUPCAKE SINGLE HOOK,8.4
21647,224,-8.4,4,ASSORTED TUTTI FRUTTI LARGE PURSE,8.4
23456,2,-8.3,1,MEDIUM PARLOUR PICTURE FRAME,8.3
23389,2,-8.3,1,SPACEBOY MINI BACKPACK,8.3
23454,2,-8.3,1,THREE MINI HANGING FRAMES,8.3
84751B,87,-8.29,4,BLACK MEDIUM GLASS CAKE STAND,8.29
23415,5,-8.25,1,HOME SWEET HOME HOOK,8.25
23491,1,-8.25,1,VINTAGE JINGLE BELLS HEART,8.25
23466,1,-8.25,1,TUSCAN VILLA DOVECOTE BIRD FEEDER,8.25
23054,1,-8.25,1,RECYCLED ACAPULCO MAT LAVENDER,8.25
23053,1,-8.25,1,RECYCLED ACAPULCO MAT PINK,8.25
23066,14,-8.25,2,Unknown product,8.25
23052,1,-8.25,1,RECYCLED ACAPULCO MAT TURQUOISE,8.25
23050,1,-8.25,1,RECYCLED ACAPULCO MAT GREEN,8.25
23544,1,-8.25,1,WALL ART MID CENTURY MODERN,8.25
23133,1,-8.25,1,LARGE IVORY HEART WALL ORGANISER,8.25
84750B,44,-8.19,6,Unknown product,8.19
23410,1,-8.15,1,CURIO CABINET LINEN AND LACE,8.15
15044A,3,-8.05,2,PINK PAPER PARASOL,8.05
21629,1,-7.95,1,SQUARE FLOOR CUSHION VINTAGE RED,7.95
84292,1,-7.95,1,ROSE PINK METAL FOLDING CHAIR,7.95
84795C,16,-7.95,4,Unknown product,7.95
85136A,78,-7.95,2,damages,7.95
85136B,54,-7.95,4,Unknown product,7.95
84562A,4,-7.95,2,Unknown product,7.95
85142,99,-7.95,2,?????,7.95
22062,7,-7.93,2,CERAMIC BOWL WITH LOVE HEART DESIGN,7.93
22723,2,-7.9,2,SET OF 6 HERB TINS SKETCHBOOK,7.9
23434,10,-7.9,1,3 RAFFIA RIBBONS 50'S CHRISTMAS,7.9
21311,144,-7.83,3,SET/4 BIRD MIRROR MAGNETS,7.83
22919,12,-7.800000000000001,1,HERB MARKER MINT,7.800000000000001
22921,12,-7.800000000000001,1,HERB MARKER CHIVES,7.800000000000001
85032D,13,-7.800000000000001,2,damaged,7.800000000000001
22918,12,-7.800000000000001,1,HERB MARKER PARSLEY,7.800000000000001
85032C,12,-7.800000000000001,1,CURIOUS IMAGES GIFT WRAP SET,7.800000000000001
22916,12,-7.800000000000001,1,HERB MARKER THYME,7.800000000000001
22917,12,-7.800000000000001,1,HERB MARKER ROSEMARY,7.800000000000001
21174,142,-7.8,4,Unknown product,7.8
82551,346,-7.7,6,Unknown product,7.7
84659A,3,-7.6499999999999995,3,WHITE TRAVEL ALARM CLOCK,7.6499999999999995
21418,3,-7.6499999999999995,1,STARFISH SOAP DISH,7.6499999999999995
84931B,3,-7.6499999999999995,1,BLUE SCOTTIE DOG W FLOWER PATTERN,7.6499999999999995
21561,3,-7.6499999999999995,3,DINOSAUR LUNCH BOX WITH CUTLERY,7.6499999999999995
20847,1,-7.62,1,ZINC HEART LATTICE CHARGER LARGE,7.62
90214E,6,-7.5,1,"LETTER ""E"" BLING KEY RING",7.5
90214C,6,-7.5,1,"LETTER ""C"" BLING KEY RING",7.5
90214P,6,-7.5,1,"LETTER ""P"" BLING KEY RING",7.5
90176A,1,-7.5,1,CLASSIC DIAMANTE NECKLACE JET,7.5
90176D,1,-7.5,1,DIAMANTE NECKLACE PURPLE,7.5
21538,4,-7.5,3,Unknown product,7.5
84926C,55,-7.5,3,FAIRY CAKES TILE COASTER,7.5
21804,86,-7.5,2,Unknown product,7.5
23160,6,-7.5,2,REGENCY TEA SPOON,7.5
90214A,6,-7.5,1,"LETTER ""A"" BLING KEY RING",7.5
23227,6,-7.5,2,FILIGREE HEART BUTTERFLY WHITE,7.5
90002D,2,-7.5,1,FLOWER BURST SILVER RING CRYSTAL,7.5
23330,6,-7.5,1,DECORATIVE WICKER HEART MEDIUM,7.5
20700,123,-7.5,3,?,7.5
21949,6,-7.5,1,SET OF 6 STRAWBERRY CHOPSTICKS,7.5
21468,2,-7.5,2,BUTTERFLY CROCHET FOOD COVER,7.5
21465,2,-7.5,1,PINK FLOWER CROCHET FOOD COVER,7.5
23346,6,-7.5,1,SPACEBOY BEAKER,7.5
21421,11,-7.5,2,damaged,7.5
84596J,9,-7.5,2,Unknown product,7.5
90214S,6,-7.5,1,"LETTER ""S"" BLING KEY RING",7.5
90214J,6,-7.5,1,"LETTER ""J"" BLING KEY RING",7.5
90214I,6,-7.5,1,"LETTER ""I"" BLING KEY RING",7.5
90002C,30,-7.5,2,Unknown product,7.5
90203,34,-7.5,2,SILVER CHARM NECKLACE 70CM,7.5
37410,416,-7.5,3,Unknown product,7.5
72814,82,-7.5,3,Unknown product,7.5
22592,2,-7.5,2,CARDHOLDER HOLLY WREATH METAL,7.5
23093,3,-7.470000000000001,2,SMALL PARISIENNE HEART PHOTO FRAME,7.470000000000001
23090,347,-7.47,2,missing,7.47
21306,19,-7.32,2,SET/4 DAISY MIRROR MAGNETS,7.32
84985A,71,-7.25,2,SET OF 72 GREEN PAPER DOILIES,7.25
90065A,33,-7.22,2,Unknown product,7.22
21650,28,-7.16,2,ASSORTED TUTTI FRUTTI BRACELET,7.16
82578,143,-7.15,3,KITCHEN METAL SIGN,7.15
21986,24,-6.959999999999999,1,PACK OF 12 PINK SPOT TISSUES,6.959999999999999
84926F,24,-6.959999999999999,1,PSYCHEDELIC TILE COASTER,6.959999999999999
90160D,1,-6.95,1,PINK BOUDICCA LARGE BRACELET,6.95
84795D,241,-6.95,2,SEASIDE STRIPE HAMMOCK,6.95
84908A,44,-6.95,2,Unknown product,6.95
20832,158,-6.8,4,RED FLOCK LOVE HEART PHOTO FRAME,6.8
21639,320,-6.8,3,Unknown product,6.8
21245,4,-6.76,1,GREEN POLKADOT PLATE,6.76
84327A,5,-6.76,2,Unknown product,6.76
82599,305,-6.76,5,Unknown product,6.76
21115,1,-6.75,1,ROSE CARAVAN DOORSTOP,6.75
79190B,16,-6.72,2,RETRO PLASTIC POLKA TRAY,6.72
84596F,16,-6.72,1,SMALL MARSHMALLOWS PINK BOWL,6.72
47421,16,-6.72,1,ASSORTED COLOUR LIZARD SUCTION HOOK,6.72
85196,340,-6.6000000000000005,2,Unknown product,6.6000000000000005
85025B,4,-6.6,3,EAU DE NILE HEART SHAPE PHOTO FRAME,6.6
23273,4,-6.6,4,HEART T-LIGHT HOLDER WILLIE WINKIE,6.6
84948,34,-6.6,3,Unknown product,6.6
22185,4,-6.6,4,SLATE TILE NATURAL HANGING,6.6
21100,246,-6.6,7,Damaged,6.6
85211,49,-6.529999999999999,6,Unknown product,6.529999999999999
21194,10,-6.5,3,PINK HONEYCOMB PAPER FAN,6.5
22671,4,-6.3999999999999995,3,FRENCH LAUNDRY SIGN BLUE METAL,6.3999999999999995
20903,34,-6.35,2,Unknown product,6.35
90199C,1,-6.35,1,5 STRAND GLASS NECKLACE CRYSTAL,6.35
90199A,1,-6.35,1,5 STRAND GLASS NECKLACE BLACK,6.35
84881,12,-6.35,2,BLUE WIRE SPIRAL CANDLE HOLDER,6.35
17165D,16,-6.300000000000001,4,Unknown product,6.300000000000001
21391,371,-6.300000000000001,3,Unknown product,6.300000000000001
22516,3,-6.300000000000001,1,CHILDS GARDEN RAKE BLUE,6.300000000000001
23323,3,-6.300000000000001,3,WHITE WICKER STAR,6.300000000000001
20751,38,-6.300000000000001,4,check,6.300000000000001
20752,53,-6.300000000000001,5,BLUE POLKADOT WASHING UP GLOVES,6.300000000000001
10120,9030,-6.3,2,Zebra invcing error,6.3
22315,5,-6.25,2,200 RED + WHITE BENDY STRAWS,6.25
23565,5,-6.25,2,EGG CUP MILKMAID HELGA,6.25
21396,370,-6.25,3,Unknown product,6.25
22966,69,-6.25,4,GINGERBREAD MAN COOKIE CUTTER,6.25
21382,15,-6.0,2,SET/4 SPRING FLOWER DECORATION,6.0
23535,1,-5.95,1,WALL ART BICYCLE SAFETY,5.95
21550,9,-5.95,2,Unknown product,5.95
84709B,1,-5.95,1,PINK OVAL JEWELLED MIRROR,5.95
84575A,15,-5.95,2,PINK DOG CANNISTER,5.95
84622,34,-5.95,2,Unknown product,5.95
21127,29,-5.95,2,Unknown product,5.95
21346,1,-5.95,1,LARGE SILVER BALUSTRADE CANDLESTICK,5.95
84679,1,-5.95,1,CLASSICAL ROSE TABLE LAMP,5.95
21553,38,-5.95,3,Unknown product,5.95
35637A,1,-5.95,1,IVORY STRING CURTAIN WITH POLE,5.95
90179C,1,-5.95,1,BLACK FINE BEAD NECKLACE W TASSEL,5.95
72793,16,-5.95,3,Unknown product,5.95
90000B,7,-5.95,2,MIDNIGHT BLUE COPPER FLOWER NECKLAC,5.95
22908,103,-5.949999999999999,5,PACK OF 20 NAPKINS RED APPLES,5.949999999999999
35001B,2,-5.9,1,HAND OPEN SHAPE BLACK,5.9
84773,18,-5.9,3,Unknown product,5.9
85087,18,-5.9,3,Unknown product,5.9
85071B,2,-5.9,1,RED CHARLIE+LOLA PERSONAL DOORSIGN,5.9
22742,2,-5.9,1,MAKE YOUR OWN PLAYTIME CARD KIT,5.9
21547,14,-5.9,2,Unknown product,5.9
21545,32,-5.9,3,damages,5.9
21038,28,-5.9,3,Unknown product,5.9
71403,2,-5.9,1,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",5.9
79303D,2,-5.9,2,LILAC FLOWER BLOCK TABLE LAMP,5.9
21350,6,-5.9,2,Unknown product,5.9
21316,23,-5.9,4,Unknown product,5.9
82597,413,-5.890000000000001,3,BOMBS AWAY METAL SIGN,5.890000000000001
20996,14,-5.88,1,JAZZ HEARTS ADDRESS BOOK,5.88
16236,28,-5.88,1,KITTY PENCIL ERASERS,5.88
16256C,419,-5.88,3,Unknown product,5.88
16202E,47,-5.55,2,BLACK PHOTO ALBUM,5.55
85036A,84,-5.5,3,GARDENIA 1 WICK MORRIS BOXED CANDLE,5.5
20780,1,-5.49,1,BLACK EAR MUFF HEADPHONES,5.49
22044,253,-5.46,3,Unknown product,5.46
79163,191,-5.16,6,damaged,5.16
21385,106,-5.1,4,IVORY HANGING DECORATION HEART,5.1
22350,2,-5.1,2,ILLUSTRATED CAT BOWL,5.1
37348,7,-5.1,4,Unknown product,5.1
22598,6,-5.1,1,CHRISTMAS MUSICAL ZINC TREE,5.1
85185E,39,-5.1,2,Unknown product,5.1
22576,36,-5.1,2,check,5.1
40002,16,-5.1,2,WHITE BAMBOO RIBS LAMPSHADE,5.1
85190,169,-5.1,2,Unknown product,5.1
17107D,2,-5.1,1,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",5.1
72800B,2,-5.1,1,S/4 PURPLE DINNER CANDLE BLK FLOCK,5.1
84803A,32,-5.07,2,PINK ALLIUM ARTIFICIAL FLOWER,5.07
