stock_code,units_sold,revenue_gbp,orders,identified_customers,description,revenue_share_pct
17164B,1620,646.56,81,64,ASS COL SMALL SAND GECKO P'WEIGHT,0.00315760781438562
21134,377,646.4399999999999,46,40,VICTORIAN METAL POSTCARD CHRISTMAS,0.0031570217698766397
84916,261,646.4300000000001,58,28,HAND TOWEL PALE BLUE W FLOWERS,0.0031569729328342253
47597,322,644.88,124,34,NEW ENGLAND TEATOWELS,0.0031494031912598966
23408,310,644.8000000000001,59,53,PHOTO FRAME LINEN AND LACE SMALL,0.003149012494920577
85215,831,643.89,66,33,ASSORTED CHEESE FRIDGE MAGNETS,0.00314456832406081
17181,353,642.66,65,26,CIRCLE OF FRIENDS CANDLE HOLDER,0.003138561367843762
16169M,2060,640.95,59,56,WRAP DAISY CARPET,0.003130210233590794
17084N,2768,640.26,187,42,FAIRY DREAMS INCENSE,0.003126840477664157
84520D,699,639.4699999999999,94,53,PACK OF 20 FAIRY CAKE PAPER NAPKINS,0.0031229823513133697
84865,77,639.42,48,26,NEW BAROQUE BLACK PHOTO ALBUM,0.003122738166101295
84986B,432,639.06,75,58,SET OF 36 SILVER PAPER DOILIES,0.003120980032574354
35004P,120,638.97,43,17,SET OF 3 PINK FLYING DUCKS,0.0031205404991926193
21665,879,638.8000000000001,75,35,TRIANGULAR RIDGED GLASS POSY HOLDER,0.0031197102694715644
84601A,260,638.34,15,9,NEW BAROQUE IVORY CUSHION COVER,0.003117463765520473
84766,200,638.0,27,24,SILVER ROCOCO CANDLE STICK,0.003115803306078362
47592A,331,637.37,101,31,CAROUSEL CHILDRENS OVERALL,0.003112726572406216
21816,422,637.3399999999999,50,34,CHRISTMAS TREE T-LIGHT HOLDER,0.0031125800612789704
84872a,58,636.47,45,0,TEATIME FUNKY FLOWER BACKPACK FOR 2,0.0031083312385888637
85185D,195,636.11,66,38,FROG SOCK PUPPET,0.003106573105061923
23492,76,635.38,28,24,VINTAGE JINGLE BELLS WREATH,0.0031030080009656264
22391,323,635.1899999999999,66,45,PAPERWEIGHT HOME SWEET HOME,0.003102080097159741
84507C,433,634.64,70,27,BLUE CIRCLES DESIGN MONKEY DOLL,0.003099394059826915
23456,158,634.1,36,33,MEDIUM PARLOUR PICTURE FRAME,0.0030967568595365036
20819,228,631.49,65,39,SILVER TEDDY BEAR,0.003084010391466183
23216,525,630.73,44,32,LAUREL HEART ANTIQUE GOLD,0.0030802987762426418
84964A,11,630.0,2,2,PINK PAINTED KASHMIRI TABLE,0.003076733672146345
23019,81,629.0500000000001,28,26,SMALL APOTHECARY MEASURING JAR,0.0030720941531169185
85230E,2445,628.41,66,44,STRAWBRY SCENTED VOTIVE CANDLE,0.0030689685824023564
23027,295,627.95,30,26,DRAWER KNOB VINTAGE GLASS HEXAGON,0.003066722078451266
22263,836,627.38,105,34,FELT EGG COSY LADYBIRD,0.0030639383670336092
22042,1738,627.19,128,89,CHRISTMAS CARD SINGING ANGEL,0.0030630104632277245
16169N,2025,626.25,56,52,WRAP BLUE RUSSIAN FOLKART,0.003058419781240712
71101E,777,626.13,47,34,STANDING FAIRY POLE SUPPORT,0.003057833736731732
90184B,69,625.48,47,23,AMETHYST CHUNKY BEAD BRACELET W STR,0.0030546593289747554
85218,1992,625.1999999999999,2,2,S/5 MINI ICE CREAM FRIDGE MAGNETS,0.0030532918917871342
21004,137,625.07,70,40,ROSE DU SUD CHILDRENS APRON,0.0030526570102357396
82616A,316,624.21,52,42,BUBBLE GUM SCARF KNITTING KIT,0.003048457024588048
85092,391,622.57,24,14,CANDY SPOT TEA COSY,0.0030404477496319845
20694,166,622.33,54,23,FLORAL PINK MONSTER,0.003039275660614024
84596J,810,621.74,138,50,MIXED NUTS LIGHT GREEN BOWL,0.0030363942751115373
23425,275,621.44,56,35,STORAGE TIN HOME SWEET HOME,0.0030349291638390873
23180,122,621.09,49,29,MUM'S KITCHEN CLOCK,0.0030332198673545608
16156N,1475,619.5,56,51,"WRAP, FRIENDSHIP ON GREEN",0.0030254547776105726
22043,2197,619.25,125,86,CHRISTMAS CARD SCREEN PRINT,0.003024233851550197
84707B,79,618.52,51,22,PINK JEWELLED MIRROR TRINKET TRAY,0.0030206687474539006
20696,151,617.9399999999999,60,28,FLORAL SOFT CAR TOY,0.003017836198993829
23471,65,616.79,27,26,SIX DRAWER OFFICE TIDY,0.0030122199391161017
23453,316,615.98,47,40,OVAL MINI PORTRAIT FRAME,0.003008264138680485
72772,457,615.84,9,8,SET/4 SCENTED CANDLES IN RAMEKINS,0.003007580420086675
84952B,364,615.49,44,15,BLACK LOVE BIRD T-LIGHT HOLDER,0.003005871123602149
84932C,282,615.4,34,31,SMALL ORIENTAL BLUE FOLDING STOOL,0.003005431590220414
20689,429,614.1,41,25,RETRO SISTERS EXPRESSO CUPS,0.002999082774706461
84859A,293,613.53,58,40,SILVER DISCO HANDBAG,0.0029962990632888048
47583A,71,612.8199999999999,6,5,SET OF 3 WICKER BASKET ROSE,0.002992831633277338
85114c,185,612.64,42,0,RED ENCHANTED FOREST PLACEMAT,0.002991952566513868
22346,1300,612.61,103,43,PARTY PIZZA DISH GREEN POLKADOT,0.002991806055386623
37351,5404,612.5099999999999,11,7,ORANGE FLOWER MUG,0.002991317684962472
23018,51,612.1600000000001,21,19,LARGE APOTHECARY MEASURING JAR,0.0029896083884779472
79315W,199,611.5100000000001,13,6,FLYING SAUCER TABLE LIGHT IN WHITE,0.0029864339807209707
35972,440,611.38,87,43,DAISY FOLKART HEART DECORATION,0.0029857990991695752
84858C,347,611.0699999999999,30,22,PINK RIVIERA HANDBAG,0.002984285150854709
22538,1443,610.4300000000001,86,56,MINI JIGSAW GO TO THE FAIR,0.0029811595801401487
gift_0001_30,24,610.09,24,0,Dotcomgiftshop Gift Voucher £30.00,0.0029794991206980375
90198A,144,609.4300000000001,84,21,VINTAGE ROSE BEAD BRACELET RASPBERR,0.0029762758758986466
20655,414,608.48,189,55,QUEEN OF SKIES LUGGAGE TAG,0.0029716363568692192
16012,2901,608.01,83,67,FOOD/DRINK SPONGE STICKERS,0.002969341015875713
84051,746,607.98,60,50,ASS COLOUR GLOWING TIARAS,0.002969194504748468
21173,340,607.9599999999999,77,44,LOO ROLL METAL SIGN,0.0029690968306636378
20695,142,604.58,61,24,FLORAL BLUE MONSTER,0.002952589910327361
85169D,521,603.98,88,39,PINK LOVE BIRD CANDLE,0.0029496596877824593
79190B,1485,603.08,136,57,RETRO PLASTIC POLKA TRAY,0.002945264353965108
21416,751,603.0600000000001,22,15,CLAM SHELL LARGE,0.002945166679880278
84247G,1414,602.67,107,54,"DECOUPAGE,GREETING CARD,",0.0029432620352260914
84932A,262,602.6,24,22,SMALL GREEN PEONY FOLDING STOOL,0.0029429201759291865
20863,293,601.53,50,35,BLUE PATCH PENCIL CASE PINK HEART,0.0029376946123907794
82095,100,600.91,48,21,HEART BUTTONS JEWELLERY BOX,0.002934666715761048
18094C,433,600.66,98,22,WHITE AND BLUE CERAMIC OIL BURNER,0.0029334457897006723
23520,167,600.55,32,30,EMBROIDERED RIBBON REEL RUBY,0.002932908582234107
84876D,331,600.52,35,24,BLUE HEART COMPACT MIRROR,0.002932762071106862
85146,118,599.38,29,23,JARDIN ETCHED GLASS SMALL BELL JAR,0.0029271946482715494
90143,79,599.13,41,15,SILVER BRACELET W PASTEL FLOWER,0.0029259737222111742
17109D,1257,598.3100000000001,38,33,FLOWER FAIRY INCENSE BOUQUET,0.0029219690847331428
21440,472,597.56,95,72,12 MINI TOADSTOOL PEGS,0.0029183063065520154
84682,295,596.94,49,31,CLASSICAL ROSE DISH,0.002915278409922285
82011C,131,595.1800000000001,71,36,BATHROOM SCALES FOOTPRINTS IN SAND,0.002906683090457241
82605,268,595.07,125,65,OLD DOC RUSSEL METAL SIGN,0.002906145882990676
85117,347,594.3199999999999,61,29,NIGHTINGALE COATHOOK WHITE,0.0029024831048095486
47469,1220,594.28,29,21,ASSORTED SHAPES PHOTO CLIP SILVER,0.0029022877566398887
72122,586,593.3299999999999,120,80,COFFEE SCENT PILLAR CANDLE,0.0028976482376104613
16236,2652,593.29,260,108,KITTY PENCIL ERASERS,0.002897452889440802
20849,674,593.03,24,15,ZINC HEART LATTICE DOUBLE PLANTER,0.002896183126338011
22092,933,592.91,140,105,BLUE PAISLEY TISSUE BOX,0.0028955970818290307
62096A,383,592.79,89,47,PINK/YELLOW FLOWERS HANDBAG,0.0028950110373200505
23377,1351,592.4499999999999,133,69,PACK OF 12 DOLLY GIRL TISSUES,0.0028933505778779393
85113,285,591.6600000000001,48,36,POLKA DOT PISTACHIO PAIL,0.0028894924515271534
21304,86,591.58,18,16,ARCHED GREY MIRROR,0.0028891017551878335
84963B,18,591.5,6,5,BLUE PAINTED KASHMIRI CHAIR,0.002888711058848513
20794,212,591.02,48,27,BLUE TILE HOOK,0.0028863668808125917
21322,301,590.45,14,12,GLASS SPHERE CANDLE STAND LARGE,0.002883583169394936
84563B,128,590.04,59,27,BLUE & WHITE BREAKFAST TRAY,0.0028815808506559197
21256,326,588.64,65,31,"FRENCH BOTTLE, BRASSERIE DES ARTIST",0.0028747436647178167
21893,172,587.8,20,13,POTTING SHED SEED TIN,0.0028706413531549547
21167,2440,587.52,114,32,WHITE SAGE INCENSE,0.0028692739159673344
21223,492,587.08,43,33,SET/4 BADGES WOODLAND ANIMAL,0.0028671250861010736
84934,687,586.5,13,12,ASSTD DESIGN POP ART SLIM PEN,0.002864292537641002
23565,410,586.31,63,28,EGG CUP MILKMAID HELGA,0.0028633646338351165
23499,1312,586.23,110,86,SET 12 VINTAGE DOILY CHALK,0.0028629739374957967
90199C,99,585.29,31,24,5 STRAND GLASS NECKLACE CRYSTAL,0.0028583832555087846
90195A,70,585.1999999999999,44,24,PURPLE GEMSTONE BRACELET,0.002857943722127049
84569C,415,584.93,89,45,PACK 4 FLOWER/BUTTERFLY PATCHES,0.0028566251219818433
21016,834,582.85,82,58,LIGHT BIRD HOUSE TREE DECORATION,0.002846467017159519
21553,90,581.27,39,24,CERAMIC BIRDHOUSE FINCH BLUE LARGE,0.002838750764457946
23537,111,581.13,34,20,WALL ART I LOVE LONDON,0.0028380670458641355
20781,103,579.93,61,34,GOLD EAR MUFF HEADPHONES,0.002832206600774333
20804,325,579.31,61,21,GLASS CHICKEN BUTTER DISH,0.0028291787041446015
90010B,63,578.02,34,16,BLACK/WHITE GLASS/SILVER BRACELET,0.002822878725673064
15056p,46,577.84,38,0,EDWARDIAN PARASOL PINK,0.0028219996589095935
21419,1259,577.6899999999999,19,12,CONCH SHELL,0.002821267103273368
35922,97,575.99,36,20,EASTER BUNNY WREATH,0.002812964806062815
23016,74,575.25,24,19,GLASS TWIST BON BON JAR,0.002809350864924103
23125,459,574.88,38,15,6PC WOOD PLATE SET DISPOSABLE,0.0028075438943547474
84932D,239,574.71,21,16,SMALL ORIENTAL RED FOLDING STOOL,0.002806713664633692
20935,300,574.48,46,35,ROUND CACTUS CANDLE,0.0028055904126581465
47421,1463,572.6999999999999,74,23,ASSORTED COLOUR LIZARD SUCTION HOOK,0.0027968974191082724
17013D,1068,572.4,31,17,ORIGAMI ROSE INCENSE IN TUBE,0.002795432307835822
84675,206,571.71,62,39,FROG KING WATERING CAN,0.0027920625519091856
84924A,133,571.0,62,41,WAKE UP COCKEREL CALENDAR SIGN,0.002788595121897719
16162L,8101,570.4300000000001,30,16,THE KING GIFT BAG,0.002785811410480063
85202,1208,570.09,208,79,HANGING WOOD AND FELT HEART,0.002784150951037952
23455,207,569.4300000000001,35,32,SMALL PARLOUR PICTURE FRAME,0.002780927706238561
85129A,444,569.16,75,51,"WHITE PEARL BEADED HEART, SMALL",0.002779609106093355
85086A,587,568.73,152,44,CANDY SPOT HEART DECORATION,0.0027775091132695093
23219,430,568.6,61,41,LAUREL STAR ANTIQUE SILVER,0.002776874231718114
84806B,450,568.02,32,28,WHITE CANDYSTUFT ARTIFICIAL FLOWER,0.0027740416832580427
84846A,251,567.5500000000001,54,39,SCENTED CANDLE IN DIGITALIS TIN,0.002771746342264537
85119,413,567.48,39,36,WATERING CAN SINGLE HOOK PISTACHIO,0.0027714044829676315
16169C,1350,567.0,43,42,WRAP BLUE REINDEER,0.0027690603049317104
85169C,505,566.82,71,27,EAU DE NIL LOVE BIRD CANDLE,0.0027681812381682405
20838,446,565.8,63,36,FRENCH LATTICE CUSHION COVER,0.0027631998598419078
37444A,2709,563.43,43,16,YELLOW BREAKFAST CUP AND SAUCER,0.0027516254807895477
23381,1496,562.88,80,59,PACK OF 12 VINTAGE LEAF TISSUES,0.0027489394434567216
23272,364,562.2199999999999,44,34,TREE T-LIGHT HOLDER WILLIE WINKIE,0.0027457161986573298
37345,321,561.05,9,5,ASSTD HEARTS DESIGN MUGS,0.0027400022646947722
85230B,2120,561.04,68,49,CINNAMON SCENTED VOTIVE CANDLE,0.002739953427652358
84773,190,560.5,48,34,RED ROSE AND LACE C/COVER,0.0027373162273619466
16049,3169,560.48,32,22,TEATIME GEL PENS ASST,0.0027372185532771164
16238,2447,559.54,236,104,PARTY TIME PENCIL ERASERS,0.0027326278712901044
85090,106,559.2800000000001,53,26,CANDY SPOT APRON,0.0027313581081873143
21160,794,557.49,58,44,KEEP OUT GIRLS DOOR HANGER,0.0027226162775950253
84306,48,557.4799999999999,31,18,S/3 PINK SQUARE PLANTERS ROSES,0.00272256744055261
84569B,433,557.18,76,54,PACK 3 FIRE ENGINE/CAR PATCHES,0.002721102329280159
23069,88,556.21,32,27,EDWARDIAN PHOTO FRAME,0.0027163651361659024
23451,277,556.17,52,38,SQUARE MINI PORTRAIT FRAME,0.002716169787996242
21371,404,556.01,64,33,MIRRORED WALL ART POPPIES,0.002715388395317602
21881,1332,554.95,118,49,CUTE CATS TAPE,0.00271021166882161
90120D,134,554.13,40,16,WHITE MURANO TWIST BRACELET,0.002706207031343578
84859C,304,552.72,39,29,PINK DISCO HANDBAG,0.00269932100836306
23473,678,552.02,51,41,WOODLAND SMALL RED FELT HEART,0.0026959024153940087
84805B,340,551.4000000000001,9,7,BLUE CLIMBING HYDRANGA ART FLOWER,0.0026928745187642777
22044,1940,550.28,89,80,CHRISTMAS CARD STACK OF PRESENTS,0.002687404770013795
23457,112,549.88,31,27,LARGE PARLOUR PICTURE FRAME,0.002685451288317194
21373,636,548.89,61,52,MIRRORED WALL ART SNOWFLAKES,0.0026806164211181068
85071D,884,548.86,112,78,CHARLIE+LOLA MY ROOM DOOR SIGN,0.0026804699099908617
85091,343,548.81,20,14,CANDY SPOT BREAD BASKETS,0.0026802257247787865
23549,1305,548.1,52,46,WRAP BIRD GARDEN,0.00267675829476732
20888,367,547.74,19,10,SET 3 JARDIN DE FEMME SCENT CANDLES,0.0026750001612403794
23484,185,547.35,35,25,HEART TRELLIS TRIPLE T-LIGHT HOLDER,0.0026730955165861934
23074,246,547.27,48,32,EMBOSSED HEART TRINKET BOX,0.002672704820246873
21339,30,544.5,12,12,MARAKESH LANTERN LARGE,0.0026591769594979126
22394,346,544.29,55,43,PAPERWEIGHT KINGS CHOICE,0.002658151381607197
23043,81,543.51,23,18,PAPER LANTERN 9 POINT HOLLY STAR L,0.0026543420922988253
84596K,428,543.41,93,48,JELLY BABIES YELLOW SMALL BOWL,0.0026538537218746753
35969,523,542.47,76,36,FOLKART CROWN TABLE DECORATIONS,0.0026492630398876633
47021G,713,541.96,70,28,SET/6 BEAD COASTERS GAUZE BAG GOLD,0.002646772350724497
84984B,322,541.3,16,13,RED PEONY CUSHION COVER,0.0026435491059251053
20943,381,540.21,71,46,SET/6 GINGERBREAD STAR T-LIGHTS,0.0026382258683018685
21311,701,539.6700000000001,94,62,SET/4 BIRD MIRROR MAGNETS,0.0026355886680114577
85027L,190,538.5,40,36,FRENCH CHATEAU LARGE PLATTER,0.0026298747340488997
16048,3461,537.06,105,59,TEATIME ROUND PENCIL SHARPENER,0.0026228421999411364
84592,173,536.4000000000001,47,33,CROCHET ROSE PURSE WITH SUEDE BACK,0.0026196189551417454
84414B,78,536.24,9,7,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,0.002618837562463105
21017,659,535.89,87,32,RED BIRD HOUSE TREE DECORATION,0.0026171282659785793
23398,606,535.35,69,53,HANGING HEART BONHEUR,0.002614491065688168
23660,306,534.66,42,30,HENRIETTA HEN MUG,0.0026111213097615316
90203,71,534.27,34,18,SILVER CHARM NECKLACE 70CM,0.0026092166651073456
21418,194,533.8399999999999,66,24,STARFISH SOAP DISH,0.0026071166722834993
16169P,1750,533.75,48,46,WRAP GREEN RUSSIAN FOLKART,0.0026066771389017646
20823,253,533.71,19,14,GOLD WINE GOBLET,0.0026064817907321043
20659,369,533.51,138,55,ECONOMY LUGGAGE TAG,0.002605505049883804
85020,240,533.48,58,36,ROUND PINK HEART MIRROR,0.002605358538756559
85030,211,531.4499999999999,29,26,FRENCH CHATEAU OVAL PLATTER,0.0025954446191463094
72801C,708,531.36,56,40,4 ROSE PINK DINNER CANDLES,0.0025950050857645743
84661B,243,530.22,51,21,BLACK SQUARE TABLE CLOCK,0.002589437662929262
72267,265,530.16,45,38,PREMIUM CHURCH CANDLE,0.0025891446406747717
21734,97,529.49,29,14,SMALL MARAKESH LANTERN ON STICK,0.0025858725588329655
90160D,76,529.22,25,18,PINK BOUDICCA LARGE BRACELET,0.0025845539586877597
21943,591,529.16,149,37,CAKES AND RABBITS DESIGN FLANNEL,0.0025842609364332696
84799,678,528.78,31,26,SPRIG LAVENDER ARTIFICIAL FLOWER,0.002582405128821499
20653,2004,528.77,81,26,CHERRY BLOSSOM LUGGAGE TAG,0.002582356291779084
23139,414,528.6999999999999,27,20,SINGLE WIRE HOOK PINK HEART,0.002582014432482178
16202B,1039,528.56,22,13,PASTEL BLUE PHOTO ALBUM,0.002581330713888368
23060,249,528.1700000000001,42,34,HEART BEADED TRELLIS DECORATION,0.0025794260692341827
90175D,58,527.8199999999999,41,11,TIGRIS EYE CHUNKY CHARM BRACELET,0.0025777167727496567
21336,1823,527.5600000000001,43,13,GOLD WASHBAG,0.0025764470096468666
71270,370,525.4,81,29,PHOTO CLIP LINE,0.0025658982084852218
72728,643,523.15,54,44,ROSE SCENT CANDLES IN GLASS,0.002554909873941842
21403,2319,523.0699999999999,157,80,BLUE EGG SPOON,0.0025545191776025216
22861,305,522.93,50,36,EASTER TIN CHICKS IN GARDEN,0.002553835459008711
85226C,989,522.3100000000001,83,54,BLUE PULL BACK RACING CAR,0.0025508075623789806
22407,438,521.12,75,55,MONEY BOX FIRST AID DESIGN,0.0025449959543315925
21459,263,520.55,44,33,YELLOW EASTER EGG HUNT START POST,0.002542212242913936
23336,225,519.25,85,46,EGG FRYING PAN PINK,0.0025358634273999836
BANK CHARGES,34,519.241,33,19,Bank Charges,0.00253581947406181
20793,281,518.5,22,13,BLUE TILED TRAY,0.002532200649218857
20868,882,518.07,71,40,SILVER FABRIC MIRROR,0.0025301006563950112
35810B,325,517.71,68,43,ENAMEL BLUE RIM COFFEE CONTAINER,0.0025283425228680703
84657,246,517.48,20,14,GREEN ROSE CUSHION COVER,0.002527219270892525
84762A,59,517.4300000000001,29,24,WHITE PICNIC BARBECUE BUCKET,0.00252697508568045
84683,537,516.85,46,18,CLASSICAL ROSE CANDLESTAND,0.0025241425372203785
85039C,536,516.31,114,27,S/4 BLACK MINI ROSE CANDLE IN BOWL,0.002521505336929967
71143,349,514.4499999999999,99,10,ANTIQUE SILVER BOOK MARK WITH BEADS,0.002512421647040773
90114,205,514.18,111,19,SUMMER DAISIES BAG CHARM,0.0025111030468955675
84931A,204,513.6899999999999,82,42,PINK SCOTTIE DOG W FLOWER PATTERN,0.0025087100318172315
46118,373,513.58,72,23,FUNKY MONKEY CUSHION COVER,0.0025081728243506666
16168M,1686,512.38,101,42,FUNKY MONKEY GIFT BAG MEDIUM,0.002502312379260864
72807c,60,511.98,44,0,SET/3 VANILLA SCENTED CANDLE IN BOX,0.002500358897564263
23136,135,511.89,49,39,IVORY WIRE SWEETHEART LETTER TRAY,0.0024999193641825276
47559b,154,511.46,44,0,TEA TIME OVEN GLOVE,0.0024978193713586817
85179A,217,511.07,70,24,GREEN BITTY LIGHT CHAIN,0.002495914726704496
84875B,373,511.01,40,16,GREEN SQUARE COMPACT MIRROR,0.002495621704450006
85129C,390,510.23,65,37,BEADED CRYSTAL HEART BLUE SMALL,0.002491812415141634
84989B,1009,510.15000000000003,57,34,75 BLACK FAIRY CAKE CASES,0.0024914217188023143
84782C,74,509.9,18,18,GREEN 3 TIER GLASS PLATE STAND,0.0024902007927419386
90058B,1082,509.08000000000004,29,27,CRYSTAL STUD EARRINGS ASSORTED COL,0.002486196155263907
20753,218,509.00000000000006,56,30,RETRO PINK SPOT WASHING UP GLOVES,0.002485805458924587
20654,398,505.41,120,65,FIRST CLASS LUGGAGE TAG,0.002468272960697594
35004S,145,505.4,24,12,SET OF 3 SILVER FLYING DUCKS,0.002468224123655179
84509c,67,505.26,44,0,SET OF 4 POLKADOT PLACEMATS,0.002467540405061369
37352,4643,504.55,8,6,BIRD IN TREE MUG,0.0024640729750499022
84877B,291,504.43,43,13,GREEN ROUND COMPACT MIRROR,0.002463486930540922
22541,1245,503.92,66,34,MINI JIGSAW LEAP FROG,0.002460996241377756
84218,261,503.51,96,74,BOX/12 CHICK & EGG IN BASKET,0.0024589939226387397
85169B,428,502.90999999999997,93,31,BLACK LOVE BIRD CANDLE,0.0024560637000938385
85142,57,502.58,34,26,JARDIN ETCHED GLASS GINGER JAR,0.002454452077694143
20845,76,502.27,24,15,ZINC HEART LATTICE 2 WALL PLANTER,0.0024529381293792773
21117,328,502.08,26,23,BLOND DOLL DOORSTOP,0.0024520102255733917
79337,1194,502.03000000000003,21,16,BLUE FLOCK GLASS CANDLEHOLDER,0.002451766040361317
90014A,55,502.01,40,18,SILVER M.O.P. ORBIT NECKLACE,0.0024516683662764867
84804B,355,501.9700000000001,19,17,BLUE DELPHINIUM ARTIFICIAL FLOWER,0.002451473018106827
90010E,56,501.65,35,16,AMBER GLASS/SILVER BRACELET,0.002449910232749546
23117,93,501.23,45,39,POPPY FIELDS CHOPPING BOARD,0.002447859076968115
23021,120,500.82000000000005,27,24,GLASS BONNE JAM JAR,0.0024458567582290995
20865,251,500.49,33,24,PATCHWORK PENCIL CASE BUTTERFLY,0.0024442451358294036
84706D,219,500.19,16,14,CHERRY BLOSSOM TABLE CLOCK,0.0024427800245569527
16219,3357,499.55,128,58,HOUSE SHAPE PENCIL SHARPENER,0.0024396544538423915
21882,1052,499.44000000000005,119,61,SKULLS TAPE,0.0024391172463758266
35471A,421,499.31,83,41,SET OF 3 BIRD L.BLUE FEATHER,0.002438482364824431
23560,172,499.18,26,20,SET OF 6 RIBBONS COUNTRY STYLE,0.0024378474832730357
84247L,1137,498.21,110,62,FAWN AND MUSHROOM GREETING CARD,0.0024331102901587786
20864,252,498.14000000000004,29,20,DENIM PATCH PENCIL CASE BUTTERFLY,0.002432768430861874
23466,55,498.03,27,20,TUSCAN VILLA DOVECOTE BIRD FEEDER,0.0024322312233953083
23045,118,497.9800000000001,25,22,PAPER LANTERN 5 POINT STAR MOON,0.0024319870381832335
35600D,141,497.70000000000005,13,11,PINK AND WHITE CHRISTMAS TREE 180CM,0.002430619600995613
85230A,1992,497.03999999999996,48,31,OPIUM SCENTED VOTIVE CANDLE,0.002427396356196221
22031,1125,493.99,142,65,BOTANICAL LAVENDER BIRTHDAY CARD,0.00241250105825964
84798B,326,492.90000000000003,10,8,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,0.0024071778206364025
16239,347,492.17,21,13,BALLERINA HEART DECORATION.,0.0024036127165401057
85014b,39,491.42,35,0,RED RETROSPOT UMBRELLA,0.0023999499383589792
90160B,71,490.92,29,19,RED BOUDICCA LARGE BRACELET,0.002397508086238228
84827,1027,489.79,29,23,ASS DES PHONE SPONGE CRAFT STICKER,0.0023919895004453308
35967,936,488.51,112,50,FOLK ART METAL STAR T-LIGHT HOLDER,0.002385738359016208
84876B,344,488.31,40,22,GREEN HEART COMPACT MIRROR,0.0023847616181679075
21663,76,488.16,32,21,VINTAGE GLASS SUGAR CADDY,0.0023840290625316823
51020B,1084,488.11999999999995,60,40,STRIPY DESIGN SHOWER CAP,0.002383833714362022
84970l,233,487.14,65,0,SINGLE HEART ZINC T-LIGHT HOLDER,0.00237904768420535
84875D,371,483.75,37,17,BLUE SQUARE COMPACT MIRROR,0.002362491926826658
23218,379,483.03,40,27,LAUREL STAR ANTIQUE GOLD,0.002358975659772776
22259,590,482.95,72,31,FELT FARM ANIMAL HEN,0.0023585849634334562
23691,1175,481.5,38,36,WRAP KEEP CALM BIRTHDAY,0.002351503592283278
22038,1150,481.0,45,43,BOTANICAL LAVENDER GIFT WRAP,0.0023490617401625267
16244A,186,479.40999999999997,28,6,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,0.0023412966504185386
23422,213,477.89,47,29,PANTRY HOOK BALLOON WHISK,0.0023338734199714554
37492C,242,477.29999999999995,24,19,GREEN BLUE FLOWER PIGGY BANK,0.0023309920344689685
